DATE,DAY,MONTH,IS_WEEKEND,WIND_DIRECTION,WIND_SPEED,PEAK_WIND_SPEED,TEMPERATURE,DEW_POINT,MAX_TEMPERATURE_DAY,MAX_TEMPERATURE_NIGHT,SUNSHINE_DURATION,RELATIVE_HUMIDITY,TOTAL_SNOW_HEIGHT,EXCHANGE_RATE_EUR_CHF,EXCHANGE_RATE_GBP_CHF,EXCHANGE_RATE_SEK_CHF,EXCHANGE_RATE_USD_CHF,AMOUNT_SKIER_ENTRIES,IS_HOLIDAY,ARRIVALS_DOMESTIC,ARRIVALS_FOREIGN,DURATION_DOMESTIC,DURATION_FOREIGN,OVERNIGHTS_DOMESTIC,OVERNIGHTS_FOREIGN,TOTAL_ARRIVALS,TOTAL_DURATION,TOTAL_OVERNIGHTS
01.01.2013,1,1,false,265.8333333,20.82916667,39.1375,-4.495833333,-11.27916667,0,0,8,61.75,150,0.140598,1.487765,0.140598,0.915645,13738,true,,,,,,,,,
02.01.2013,2,1,false,257.0833333,13.28333333,29,-7.883333333,-9.766666667,0,0,1,87.41666667,155,0.140669,1.48612,0.140669,0.91545,10947,true,,,,,,,,,
03.01.2013,3,1,false,261.6666667,13.125,31.6875,-2.141666667,-12.95833333,0.7,0,6,53.33333333,152,0.141236,1.489717,0.141236,0.916325,18571,true,,,,,,,,,
04.01.2013,4,1,false,148.3333333,24.62083333,64.12916667,-0.858333333,-1.479166667,0,0,2,95.625,151,0.141719,1.489398,0.141719,0.92231,9759,true,,,,,,,,,
05.01.2013,5,1,true,105,31.8625,68.45416667,-1.533333333,-2.7625,0,0,0,91.75,150,0.141284,1.484952,0.141284,0.925645,7945,true,,,,,,,,,
06.01.2013,6,1,true,164.1666667,38.5,77.62083333,-0.608333333,-3.675,2.6,0,0,81.16666667,149,0.141356,1.48613,0.141356,0.9247,10254,true,,,,,,,,,
07.01.2013,7,1,false,225.8333333,11.12083333,35.17916667,-0.320833333,-13.97916667,2.8,0,8,41.20833333,146,0.14144,1.48613,0.14144,0.9247,5940,false,,,,,,,,,
08.01.2013,8,1,false,288.75,11.20416667,30.625,2.454166667,-16.89583333,3.9,1.7,8,23.25,142,0.141771,1.484068,0.141771,0.922645,6090,false,,,,,,,,,
09.01.2013,9,1,false,238.75,6.258333333,18.29166667,2.375,-17.49166667,4.1,1.6,8,21.79166667,135,0.141222,1.483721,0.141222,0.9251,5778,false,,,,,,,,,
10.01.2013,10,1,false,199.1666667,10.275,31.575,-3.625,-8.216666667,2.8,0,5,75.375,146,0.141023,1.481933,0.141023,0.9248,3005,false,,,,,,,,,
11.01.2013,11,1,false,186.6666667,18.05416667,40.90416667,-7.633333333,-8.379166667,0,0,0,94.41666667,171,0.140801,1.47743,0.140801,0.91645,2696,false,,,,,,,,,
12.01.2013,12,1,true,156.25,5.958333333,15.74583333,-8.2375,-12.94166667,0,0,0,72.08333333,172,0.140946,1.471087,0.140946,0.91175,11777,false,,,,,,,,,
13.01.2013,13,1,true,255.8333333,6.420833333,18.42916667,-7.75,-11.49166667,0,0,8,75.41666667,164,0.141278,1.473627,0.141278,0.91345,7690,false,,,,,,,,,
14.01.2013,14,1,false,211.6666667,8.733333333,23.30416667,-9.825,-12.95,0,0,4,78.54166667,160,0.141282,1.473708,0.141282,0.9135,2517,false,,,,,,,,,
15.01.2013,15,1,false,241.25,13.6,30.09166667,-11.14583333,-13.725,0,0,1,81.83333333,158,0.142157,1.474158,0.142157,0.917295,3731,false,,,,,,,,,
16.01.2013,16,1,false,83.75,18.7625,36.725,-14.68333333,-17.20416667,0,0,4,81.20833333,158,0.142961,1.49308,0.142961,0.9278,2209,false,,,,,,,,,
17.01.2013,17,1,false,126.6666667,25.29583333,56.41666667,-16.6375,-19,0,0,0,82.04166667,160,0.143206,1.491103,0.143206,0.931365,2308,false,,,,,,,,,
18.01.2013,18,1,false,229.1666667,7.883333333,17.975,-11.19166667,-17.85,0,0,1,61.375,157,0.143703,1.492102,0.143703,0.933235,7051,false,,,,,,,,,
19.01.2013,19,1,true,256.6666667,24.99583333,41.9875,-7.25,-12.75416667,0,0,8,67,151,0.142953,1.48346,0.142953,0.93455,12125,false,,,,,,,,,
20.01.2013,20,1,true,244.1666667,24.3,50.63333333,-3.425,-4.983333333,0,0,3,89.20833333,150,0.143467,1.483227,0.143467,0.9347,6397,false,,,,,,,,,
21.01.2013,21,1,false,259.5833333,8.125,22.06666667,-6.025,-6.6875,0,0,0,95.20833333,155,0.143451,1.483068,0.143451,0.9346,2701,false,,,,,,,,,
22.01.2013,22,1,false,168.75,6.266666667,19.89583333,-9.379166667,-10.45416667,0,0,0,91.875,157,0.142794,1.474807,0.142794,0.93224,3803,false,,,,,,,,,
23.01.2013,23,1,false,247.9166667,12.28333333,24.54583333,-7.541666667,-15.97083333,0,0,0,50.91666667,156,0.142488,1.472716,0.142488,0.9284,6452,false,,,,,,,,,
24.01.2013,24,1,false,235,5.5625,15.275,-8.891666667,-13.95416667,0,0,9,67.54166667,155,0.142271,1.473113,0.142271,0.92963,5774,false,,,,,,,,,
25.01.2013,25,1,false,153.3333333,4.870833333,14.44166667,-13.56666667,-15.66666667,0,0,9,84.83333333,156,0.143081,1.466715,0.143081,0.92934,5686,false,,,,,,,,,
26.01.2013,26,1,true,179.5833333,8.733333333,24.54166667,-6.5375,-20.925,0,0,0,31.29166667,152,0.143198,1.461528,0.143198,0.92522,16884,true,,,,,,,,,
27.01.2013,27,1,true,212.5,7.1125,20.8375,-3.016666667,-15.14166667,1.4,0,9,41.29166667,150,0.14353,1.464039,0.14353,0.9264,13020,true,,,,,,,,,
28.01.2013,28,1,false,175,14.90416667,39.20416667,-6.479166667,-9.541666667,0,0,5,79.45833333,155,0.14357,1.464355,0.14357,0.9266,4264,true,,,,,,,,,
29.01.2013,29,1,false,239.1666667,14.9875,44.90416667,-0.779166667,-7.545833333,3.1,0,4,64.16666667,152,0.144521,1.45473,0.144521,0.927245,7579,true,,,,,,,,,
30.01.2013,30,1,false,209.1666667,17.1375,52.14583333,1.3625,-1.820833333,4.4,0,3,80.08333333,153,0.144354,1.451914,0.144354,0.92182,8287,true,,,,,,,,,
31.01.2013,31,1,false,279.5833333,33.34583333,72.67916667,-1.941666667,-12.90833333,4.7,0,8,45.45833333,154,0.143667,1.440812,0.143667,0.91225,8234,true,,,,,,,,,
01.02.2013,1,2,false,252.0833333,23.99166667,56.32916667,-3.1625,-3.995833333,0,0,8,94.29166667,174,0.143096,1.44236,0.143096,0.90979,4740,true,,,,,,,,,
02.02.2013,2,2,true,133.3333333,38.0375,77.48333333,-7.975,-9,0,0,0,92.29166667,216,0.143616,1.422057,0.143616,0.903205,5230,true,,,,,,,,,
03.02.2013,3,2,true,90.83333333,30.39583333,72.54583333,-12.5125,-14.5125,0,0,0,85.125,224,0.143724,1.42325,0.143724,0.90676,8331,true,,,,,,,,,
04.02.2013,4,2,false,304.5833333,29.00833333,72.775,-4.383333333,-6.9375,0,0,1,82.95833333,217,0.14372,1.423253,0.14372,0.90679,6039,true,,,,,,,,,
05.02.2013,5,2,false,239.5833333,21.97916667,51.3875,-4.875,-8.729166667,0,0,1,76.04166667,201,0.143815,1.43025,0.143815,0.908495,9374,true,,,,,,,,,
06.02.2013,6,2,false,259.5833333,13.825,38.8875,-10.82916667,-13.31666667,0,0,5,82.41666667,201,0.143396,1.42134,0.143396,0.90835,7571,true,,,,,,,,,
07.02.2013,7,2,false,217.5,17.9,51.625,-12.90833333,-15.04583333,0,0,6,84.125,209,0.143174,1.424457,0.143174,0.90995,6184,true,,,,,,,,,
08.02.2013,8,2,false,227.5,9.5,32.56666667,-14.125,-16.12083333,0,0,2,84.83333333,222,0.142708,1.439903,0.142708,0.9176,7388,true,,,,,,,,,
09.02.2013,9,2,true,231.25,11.13333333,29.23333333,-15.7625,-18.45833333,0,0,4,80,219,0.142574,1.451283,0.142574,0.91806,10228,true,,,,,,,,,
10.02.2013,10,2,true,253.3333333,9.733333333,19.375,-15.8625,-20.52916667,0,0,6,68.70833333,218,0.142488,1.451254,0.142488,0.9186,19307,true,,,,,,,,,
11.02.2013,11,2,false,242.9166667,19.82916667,38.275,-10.97083333,-13.50833333,0,0,10,81.91666667,205,0.142462,1.450938,0.142462,0.9184,11178,true,,,,,,,,,
12.02.2013,12,2,false,252.9166667,8.970833333,26.07916667,-10.30416667,-11.84583333,0,0,1,88.54166667,205,0.143814,1.439927,0.143814,0.919055,8286,true,,,,,,,,,
13.02.2013,13,2,false,181.6666667,7.1875,21.525,-13.54166667,-16.80833333,0,0,1,78.45833333,205,0.14421,1.435551,0.14421,0.91703,12865,true,,,,,,,,,
14.02.2013,14,2,false,271.25,5.033333333,17.29583333,-7.545833333,-16.7875,0,0,7,49,201,0.146068,1.426138,0.146068,0.917905,17715,true,,,,,,,,,
15.02.2013,15,2,false,269.5833333,13.82083333,36.42083333,-7.333333333,-9.091666667,0,0,9,87.41666667,202,0.145927,1.431689,0.145927,0.92379,10015,true,,,,,,,,,
16.02.2013,16,2,true,230.4166667,4.804166667,18.45,-9.304166667,-11.69166667,0,0,3,83.16666667,201,0.145994,1.431847,0.145994,0.92236,15370,true,,,,,,,,,
17.02.2013,17,2,true,199.1666667,3.875,12.35,-10.12083333,-11.75833333,0,0,1,88,199,0.145765,1.430201,0.145765,0.9217,16364,true,,,,,,,,,
18.02.2013,18,2,false,253.75,10.27916667,21.99166667,-9.704166667,-14.6625,0,0,5,67.875,197,0.145733,1.429924,0.145733,0.9215,13197,true,,,,,,,,,
19.02.2013,19,2,false,205.4166667,8.5875,26.37916667,-7.970833333,-14.96666667,0,0,10,59.25,195,0.145456,1.428483,0.145456,0.9233,11968,true,,,,,,,,,
20.02.2013,20,2,false,160,5.3375,16.29583333,-9.3875,-10.5125,0,0,6,91.41666667,200,0.146117,1.422565,0.146117,0.921765,6530,true,,,,,,,,,
21.02.2013,21,2,false,225,3.720833333,10.89166667,-12.19166667,-13.74583333,0,0,2,88.29166667,200,0.146402,1.413967,0.146402,0.92431,8364,true,,,,,,,,,
22.02.2013,22,2,false,225.8333333,6.725,16.6625,-14.20833333,-16.09166667,0,0,5,85.625,199,0.145328,1.421159,0.145328,0.93147,9917,true,,,,,,,,,
23.02.2013,23,2,true,223.3333333,6.0375,14.57916667,-14.2875,-16.95833333,0,0,10,80.66666667,197,0.144713,1.421017,0.144713,0.931235,13574,true,,,,,,,,,
24.02.2013,24,2,true,175,5.3375,14.275,-15.65833333,-17.44166667,0,0,9,86.16666667,197,0.144781,1.40915,0.144781,0.92925,7212,true,,,,,,,,,
25.02.2013,25,2,false,161.6666667,5.3375,14.58333333,-9.858333333,-13.97916667,0,0,4,72.20833333,195,0.144795,1.409074,0.144795,0.9292,8910,true,,,,,,,,,
26.02.2013,26,2,false,200.8333333,5.725,13.90416667,-7.9,-15.12083333,0,0,10,57.5,193,0.144748,1.406797,0.144748,0.930315,9445,true,,,,,,,,,
27.02.2013,27,2,false,225.8333333,4.875,13.20833333,-3.166666667,-11.775,1,0,10,51.875,190,0.143963,1.410627,0.143963,0.93265,9021,true,,,,,,,,,
28.02.2013,28,2,false,250.4166667,18.2875,33.15416667,-3.183333333,-7.9,0,0,11,70.08333333,188,0.144298,1.409192,0.144298,0.9313,9585,true,,,,,,,,,
01.03.2013,1,3,false,247.0833333,6.425,17.75,-2.670833333,-8.975,0.9,0,7,62.20833333,188,0.144724,1.417734,0.144724,0.9335,11733,true,,,,,,,,,
02.03.2013,2,3,true,245,6.583333333,14.27916667,-1.570833333,-12.82083333,2,0,11,42.66666667,186,0.146353,1.420361,0.146353,0.94525,17095,true,,,,,,,,,
03.03.2013,3,3,true,241.25,7.3375,19.075,-0.504166667,-14.43333333,2.4,0,11,34.66666667,185,0.146542,,0.146542,0.9431,15691,true,,,,,,,,,
04.03.2013,4,3,false,250,18.13333333,32.175,-1.095833333,-12.2625,1,0,11,42.83333333,185,0.146542,1.418281,0.146542,0.9431,8613,false,,,,,,,,,
05.03.2013,5,3,false,247.0833333,31.24166667,50.875,-4.454166667,-11.925,0,0,11,57.45833333,185,0.146376,1.421333,0.146376,0.942415,6873,false,,,,,,,,,
06.03.2013,6,3,false,248.3333333,31.775,55.10833333,-2.470833333,-4.795833333,0,0,7,84.16666667,183,0.147487,1.424522,0.147487,0.943105,4398,false,,,,,,,,,
07.03.2013,7,3,false,257.5,20.7625,37.96666667,-0.4375,-3.120833333,0.8,0,2,82.25,181,0.147766,1.424357,0.147766,0.94719,5017,false,,,,,,,,,
08.03.2013,8,3,false,255.8333333,12.19166667,28.45416667,-0.3875,-2.820833333,2.1,0,1,84.16666667,182,0.14866,1.417925,0.14866,0.94309,7055,false,,,,,,,,,
09.03.2013,9,3,true,228.3333333,9.658333333,20.14166667,-2.345833333,-3.916666667,2.1,0,5,89.29166667,182,0.148907,1.423093,0.148907,0.95375,9136,false,,,,,,,,,
10.03.2013,10,3,true,243.3333333,6.191666667,18.675,-2.829166667,-6.0875,0,0,0,79.16666667,183,0.148586,1.41996,0.148586,0.95165,9100,false,,,,,,,,,
11.03.2013,11,3,false,165.8333333,4.733333333,13.05833333,-3.008333333,-5.4125,0,0,5,84,181,0.148597,1.41977,0.148597,0.95175,4768,false,,,,,,,,,
12.03.2013,12,3,false,250.8333333,11.5875,24.6125,-3.6625,-6.204166667,0,0,3,82.91666667,181,0.148356,1.41495,0.148356,0.949785,4347,false,,,,,,,,,
13.03.2013,13,3,false,283.3333333,13.59166667,27.60833333,-7.070833333,-8.270833333,0,0,3,91.33333333,188,0.148799,1.410194,0.148799,0.946945,2466,false,,,,,,,,,
14.03.2013,14,3,false,190.4166667,32.5625,56.12083333,-15.1,-17.40416667,0,0,2,82.54166667,193,0.148254,1.421838,0.148254,0.952845,3020,false,,,,,,,,,
15.03.2013,15,3,false,125.8333333,26.15,54.95833333,-16.40833333,-20.00416667,0,0,7,74.20833333,194,0.147028,1.428539,0.147028,0.94695,4503,false,,,,,,,,,
16.03.2013,16,3,true,242.9166667,13.6625,28.45,-10.04166667,-18.79583333,0,0,8,49.79166667,193,0.146806,1.421492,0.146806,0.939855,15378,false,,,,,,,,,
17.03.2013,17,3,true,241.6666667,22.67083333,41.74166667,-8.775,-11.90833333,0,0,9,78.16666667,189,0.146931,1.418887,0.146931,0.9387,6751,false,,,,,,,,,
18.03.2013,18,3,false,224.5833333,16.2875,36.80416667,-7.408333333,-8.725,0,0,3,90.29166667,189,0.146936,1.418887,0.146936,0.9387,2643,false,,,,,,,,,
19.03.2013,19,3,false,247.5,11.66666667,37.95416667,-7.2625,-9.216666667,0,0,0,86.25,196,0.146918,1.427591,0.146918,0.94438,3939,false,,,,,,,,,
20.03.2013,20,3,false,260.8333333,18.21666667,38.27083333,-6.1375,-9.4625,0,0,5,77.875,195,0.146473,1.432018,0.146473,0.94801,3327,false,,,,,,,,,
21.03.2013,21,3,false,241.6666667,14.8125,43.52916667,-7.7875,-10.05,0,0,2,84.125,202,0.146121,1.428054,0.146121,0.944015,3684,false,,,,,,,,,
22.03.2013,22,3,false,231.6666667,9.204166667,22.05416667,-2.595833333,-7.179166667,1.3,0,7,71.125,195,0.146064,1.435592,0.146064,0.94673,6019,false,,,,,,,,,
23.03.2013,23,3,true,253.3333333,12.12083333,27.67916667,-1.241666667,-5.7875,2,0,9,71.70833333,189,0.144985,1.43491,0.144985,0.94166,10927,true,,,,,,,,,
24.03.2013,24,3,true,244.1666667,12.04583333,25.84166667,-2.458333333,-4.441666667,1.4,0,8,86.5,188,0.144931,1.433881,0.144931,0.9414,6032,true,,,,,,,,,
25.03.2013,25,3,false,225.8333333,8.341666667,24.15416667,-3.320833333,-4.854166667,0.4,0,1,89.25,187,0.144931,1.433881,0.144931,0.9414,3769,true,,,,,,,,,
26.03.2013,26,3,false,210.4166667,6.025,18.5875,-7.120833333,-7.916666667,0,0,5,94,190,0.145509,1.440004,0.145509,0.94866,3540,true,,,,,,,,,
27.03.2013,27,3,false,194.5833333,4.725,12.6625,-5.754166667,-8.245833333,0,0,1,83.125,190,0.145965,1.438071,0.145965,0.94899,6779,true,,,,,,,,,
28.03.2013,28,3,false,266.25,15.975,34.175,-5.525,-8.508333333,0,0,11,80.20833333,189,0.14641,1.441992,0.14641,0.95395,5940,true,,,,,,,,,
29.03.2013,29,3,false,258.3333333,8.275,23.77083333,-4.216666667,-5.6875,0,0,2,89.875,193,0.14572,1.4398,0.14572,0.9489,8923,true,,,,,,,,,
30.03.2013,30,3,true,245,10.42916667,24.8375,-3.395833333,-5.4,0,0,5,86.5,200,0.14543,1.442327,0.14543,0.9497,10071,true,,,,,,,,,
31.03.2013,31,3,true,287.5,18.44583333,42.20833333,-8.466666667,-10.15833333,0,0,0,87.70833333,206,0.14559,1.444243,0.14559,0.94985,5280,true,,,,,,,,,
01.04.2013,1,4,false,237.9166667,14.37083333,29.39583333,-6.458333333,-12.95833333,0,0,9,61.83333333,204,0.145498,1.443331,0.145498,0.94925,13912,true,,,,,,,,,
02.04.2013,2,4,false,252.0833333,9.654166667,23.60833333,-3.745833333,-8.904166667,0.2,0,12,67.33333333,196,0.145367,1.441872,0.145367,0.946445,5482,true,,,,,,,,,
03.04.2013,3,4,false,165,4.95,16.68333333,-3.9,-7.233333333,0.4,0,12,77.875,194,0.146328,1.434052,0.146328,0.94841,4452,true,,,,,,,,,
04.04.2013,4,4,false,235,11.59583333,23.69583333,-2.35,-5.183333333,0.7,0,7,81.125,190,0.145408,1.432263,0.145408,0.94553,4628,true,,,,,,,,,
05.04.2013,5,4,false,247.0833333,8.1875,25.00833333,-3.0875,-5.020833333,0.4,0,5,86.83333333,190,0.144231,1.435427,0.144231,0.94464,2771,true,,,,,,,,,
06.04.2013,6,4,true,208.75,4.654166667,15.29166667,-3.925,-5.141666667,0.4,0,2,91.66666667,191,0.14483,1.430094,0.14483,0.93285,4401,true,,,,,,,,,
07.04.2013,7,4,true,222.9166667,5.341666667,15.74583333,-5.179166667,-6.154166667,0.4,0,7,92.95833333,189,0.144958,1.432393,0.144958,0.940975,2374,true,,,,,,,,,
08.04.2013,8,4,false,230.8333333,13.5125,31.70416667,-4.3875,-6.208333333,0,0,2,87.33333333,190,0.144772,1.432397,0.144772,0.93398,1245,true,,,,,,,,,
09.04.2013,9,4,false,262.0833333,12.75,26.85,-4.6375,-6.85,0,0,0,84.70833333,191,0.145597,1.42686,0.145597,0.93495,1384,true,,,,,,,,,
10.04.2013,10,4,false,209.1666667,10.51666667,28.39166667,-2.525,-6.275,0.4,0,4,75.625,191,0.145794,1.428895,0.145794,0.931925,1641,true,,,,,,,,,
11.04.2013,11,4,false,257.9166667,20.52916667,42.19583333,-0.408333333,-2.129166667,2.4,0,7,88.375,200,0.145812,1.429258,0.145812,0.932805,1078,true,,,,,,,,,
12.04.2013,12,4,false,253.3333333,19.22083333,47.15,-0.804166667,-2.854166667,2.4,0,4,86.875,194,0.146653,1.432076,0.146653,0.930205,1103,true,,,,,,,,,
13.04.2013,13,4,true,230.4166667,6.116666667,23,-0.8875,-6.679166667,3.7,0,2,66.83333333,193,0.145817,1.426246,0.145817,0.9289,4035,true,,,,,,,,,
14.04.2013,14,4,true,248.3333333,6.729166667,16.75833333,4.470833333,-3.9625,9.8,1.9,11,54.41666667,189,0.145905,1.422752,0.145905,0.9273,4190,true,,,,,,,,,
15.04.2013,15,4,false,222.9166667,8.495833333,20.225,7.783333333,-1.5875,11.2,7.1,12,51.875,182,0.145921,1.422862,0.145921,0.9274,0,true,,,,,,,,,
16.04.2013,16,4,false,247.5,8.8125,23.75833333,5.970833333,0.454166667,11.2,5.6,13,68.08333333,177,0.145528,1.424851,0.145528,0.93057,0,true,,,,,,,,,
17.04.2013,17,4,false,246.25,10.19583333,19.9125,6.495833333,1.833333333,9.6,4.6,10,73.20833333,172,0.145159,1.416963,0.145159,0.92138,0,true,,,,,,,,,
18.04.2013,18,4,false,253.75,5.645833333,15.9125,7.9625,2.304166667,11.2,6.9,12,67.95833333,168,0.143107,1.420229,0.143107,0.93167,1,true,,,,,,,,,
19.04.2013,19,4,false,160.8333333,15.67083333,32.10416667,-0.2875,-0.508333333,11.1,4.8,11,98.45833333,207,0.142412,1.423326,0.142412,0.930855,1,true,,,,,,,,,
20.04.2013,20,4,true,54.58333333,3.25,12.65416667,-2.129166667,-2.333333333,0,0,0,31.83333333,211,0.142824,1.421098,0.142824,0.93224,0,true,,,,,,,,,
21.04.2013,21,4,true,0,0,0,0,0,0,0,0,0,202,0.142741,1.421881,0.142741,0.93355,0,true,,,,,,,,,
22.04.2013,22,4,false,0,0,0,0,0,0,0,0,0,194,0.142853,1.422305,0.142853,0.9338,0,true,,,,,,,,,
23.04.2013,23,4,false,,,,,,,,,,190,0.142922,1.427443,0.142922,0.934925,0,true,,,,,,,,,
24.04.2013,24,4,false,,,,,,,,,,183,0.14188,1.438987,0.14188,0.9434,0,true,,,,,,,,,
25.04.2013,25,4,false,,,,,,,,,,179,0.142943,1.445075,0.142943,0.94703,0,true,,,,,,,,,
26.04.2013,26,4,false,,,,,,,,,,173,0.143225,1.458933,0.143225,0.94517,0,true,,,,,,,,,
27.04.2013,27,4,true,,,,,,,,,,170,0.143454,1.459756,0.143454,0.9429,0,true,,,,,,,,,
28.04.2013,28,4,true,,,,,,,,,,169,0.143445,1.459454,0.143445,0.9428,0,true,,,,,,,,,
29.04.2013,29,4,false,,,,,,,,,,169,0.143445,1.459454,0.143445,0.9428,0,true,,,,,,,,,
30.04.2013,30,4,false,,,,,,,,,,160,0.14316,1.453408,0.14316,0.93723,0,true,,,,,,,,,
01.05.2013,1,5,false,,,,,,,,,,155,0.143536,1.446023,0.143536,0.931,1,true,,,,,,,,,
02.05.2013,2,5,false,,,,,,,,,,148,0.143358,1.444321,0.143358,0.926315,10,true,,,,,,,,,
03.05.2013,3,5,false,,,,,,,,,,146,0.143062,1.452171,0.143062,0.934835,0,true,,,,,,,,,
04.05.2013,4,5,true,,,,,,,,,,145,0.143851,1.455395,0.143851,0.93555,0,true,,,,,,,,,
05.05.2013,5,5,true,,,,,,,,,,144,0.143854,1.457036,0.143854,0.93565,0,true,,,,,,,,,
06.05.2013,6,5,false,,,,,,,,,,138,0.143854,1.457036,0.143854,0.93565,0,true,,,,,,,,,
07.05.2013,7,5,false,,,,,,,,,,134,0.143475,1.45874,0.143475,0.9384,0,true,,,,,,,,,
08.05.2013,8,5,false,,,,,,,,,,132,0.144072,1.455725,0.144072,0.9401,8,true,,,,,,,,,
09.05.2013,9,5,false,,,,,,,,,,125,0.143813,1.453576,0.143813,0.9347,374,true,,,,,,,,,
10.05.2013,10,5,false,,,,,,,,,,122,0.144845,1.462921,0.144845,0.944535,7,true,,,,,,,,,
11.05.2013,11,5,true,,,,,,,,,,125,0.144742,1.468757,0.144742,0.956895,104,true,,,,,,,,,
12.05.2013,12,5,true,,,,,,,,,,125,0.144681,1.467466,0.144681,0.9551,78,true,,,,,,,,,
13.05.2013,13,5,false,,,,,,,,,,126,0.144681,1.467466,0.144681,0.9551,0,true,,,,,,,,,
14.05.2013,14,5,false,,,,,,,,,,121,0.145025,1.46539,0.145025,0.95827,3,true,,,,,,,,,
15.05.2013,15,5,false,211.1111111,33.74444444,33.74444444,1.955555556,-0.222222222,0,0,0,85.77777778,117,0.144633,1.46858,0.144633,0.963565,0,true,,,,,,,,,
16.05.2013,16,5,false,206.25,15.90416667,41.8875,2.35,1.191666667,4.9,1,0,92.20833333,116,0.144757,1.470822,0.144757,0.96594,0,true,,,,,,,,,
17.05.2013,17,5,false,205.8333333,20.29583333,42.275,1.320833333,-0.208333333,4.9,2.2,0,89.91666667,125,0.144621,1.470079,0.144621,0.960175,0,true,,,,,,,,,
18.05.2013,18,5,true,222.0833333,22.14583333,53.25416667,0.829166667,-2.020833333,3.9,0,4,81.625,121,0.145377,1.476128,0.145377,0.972805,616,true,,,,,,,,,
19.05.2013,19,5,true,199.5833333,14.44583333,41.44166667,0.445833333,-1.241666667,3.5,1.6,9,89.08333333,123,0.145285,1.475253,0.145285,0.97245,190,true,,,,,,,,,
20.05.2013,20,5,false,210.8333333,9.966666667,26.075,-1.125,-1.6,1.8,0,3,96.54166667,121,0.145285,1.475253,0.145285,0.97245,388,true,,,,,,,,,
21.05.2013,21,5,false,235,10.5,26.45416667,-1.620833333,-1.6625,0.8,0,2,99.70833333,130,0.145095,1.472671,0.145095,0.966065,1,false,,,,,,,,,
22.05.2013,22,5,false,187.5,12.125,26.77916667,-1.091666667,-1.575,1.5,0,0,96.625,135,0.146702,1.470122,0.146702,0.9697,0,false,,,,,,,,,
23.05.2013,23,5,false,220.4166667,14.66666667,39.35416667,-2.9,-4.15,0.7,0,0,91.54166667,136,0.147669,1.475616,0.147669,0.97989,4,false,,,,,,,,,
24.05.2013,24,5,false,190.8333333,14.59583333,39.80833333,-6.691666667,-7.983333333,0.7,0,4,90.54166667,147,0.145543,1.46094,0.145543,0.96677,4,false,,,,,,,,,
25.05.2013,25,5,true,104.1666667,19.05833333,36.975,-5.5125,-6.845833333,0,0,0,90.41666667,143,0.14467,1.454083,0.14467,0.96128,32,false,,,,,,,,,
26.05.2013,26,5,true,252.9166667,10.5,37.49583333,-3.829166667,-4.8,0,0,4,93.04166667,151,0.144793,1.454405,0.144793,0.9615,41,false,,,,,,,,,
27.05.2013,27,5,false,220.8333333,7.654166667,25.07916667,1.025,-0.65,5.4,0,2,88.95833333,139,0.144793,1.454405,0.144793,0.9615,0,false,,,,,,,,,
28.05.2013,28,5,false,229.1666667,16.90833333,35.09583333,2.129166667,-0.054166667,5.4,1.7,6,85.54166667,132,0.145095,1.45591,0.145095,0.9643,0,false,,,,,,,,,
29.05.2013,29,5,false,165,11.05,33.02916667,-2.370833333,-2.958333333,3.9,0.5,2,95.75,144,0.145198,1.466415,0.145198,0.974235,0,false,,,,,,,,,
30.05.2013,30,5,false,223.3333333,14.5125,37.4125,-2.875,-3.891666667,0.2,0,3,92.83333333,143,0.14469,1.456965,0.14469,0.96395,0,false,,,,,,,,,
31.05.2013,31,5,false,285.4166667,14.66666667,42.44166667,-1.116666667,-1.908333333,0.6,0,2,94.41666667,150,0.145377,1.450501,0.145377,0.9534,0,false,,,,,,,,,
01.06.2013,1,6,true,287.0833333,28.9375,69.30416667,1.0625,0.125,2.6,0.2,0,93.5,168,0.144548,1.456914,0.144548,0.959975,55,false,,,,,,,,,
02.06.2013,2,6,true,211.6666667,30.39583333,64.45,0.3,-0.295833333,2.6,0.2,1,95.79166667,167,0.144241,1.451728,0.144241,0.95515,31,false,,,,,,,,,
03.06.2013,3,6,false,207.0833333,8.0375,25.7625,-0.204166667,-0.816666667,3.6,0,0,95.75,165,0.144317,1.451783,0.144317,0.95515,0,false,,,,,,,,,
04.06.2013,4,6,false,215.8333333,6.3375,16.675,3.8125,1.904166667,8.9,0.1,2,88,159,0.144414,1.447451,0.144414,0.94321,78,false,,,,,,,,,
05.06.2013,5,6,false,227.9166667,9.8875,23.29583333,6.116666667,3.3625,9.8,4.8,13,83.25,152,0.1442,1.449364,0.1442,0.947855,175,false,,,,,,,,,
06.06.2013,6,6,false,270.4166667,12.59166667,27.77916667,6.691666667,2.395833333,9.1,5.3,9,75.58333333,145,0.143,1.451882,0.143,0.94291,201,false,,,,,,,,,
07.06.2013,7,6,false,260,11.73333333,27.08333333,7.391666667,1.954166667,9.7,6.2,12,69.20833333,138,0.142163,1.452618,0.142163,0.93046,296,false,,,,,,,,,
08.06.2013,8,6,true,231.25,12.42916667,31.49166667,8.3625,3.166666667,12.1,7.3,13,70.66666667,133,0.142288,1.45295,0.142288,0.934465,1696,false,,,,,,,,,
